,Content ID,User ID,Type of Reaction,Sentiment,Score,Type of Content,Category,Total Score
36,97522e57-d9ab-4bd6-97bf-c24d952602d2,afab7336-04d3-45fe-8917-0327c56e7435,worried,-1,12,photo,studying,-12
37,97522e57-d9ab-4bd6-97bf-c24d952602d2,d81dc9d9-a614-40f1-9dd4-7a4a05bac243,worried,-1,12,photo,studying,-12
38,97522e57-d9ab-4bd6-97bf-c24d952602d2,4cff698b-def1-497c-a78e-75058de67fe8,like,1,50,photo,studying,50
39,97522e57-d9ab-4bd6-97bf-c24d952602d2,0a1cde57-79ab-4c61-b664-1d3b290b43cf,heart,1,60,photo,studying,60
40,97522e57-d9ab-4bd6-97bf-c24d952602d2,9be473d9-cfdf-4954-bae2-09b0555a8ebb,want,1,70,photo,studying,70
41,9f737e0a-3cdd-4d29-9d24-753f4e3be810,8b49caad-bcc5-43de-bf40-34a66ff8805c,disgust,-1,0,photo,healthy eating,0
42,9f737e0a-3cdd-4d29-9d24-753f4e3be810,ddd079a8-00dd-4aab-9551-11961171db16,dislike,-1,10,photo,healthy eating,-10
43,9f737e0a-3cdd-4d29-9d24-753f4e3be810,34e8add9-0206-47fd-a501-037b994650a2,scared,-1,15,photo,healthy eating,-15
44,9f737e0a-3cdd-4d29-9d24-753f4e3be810,289044c8-e74c-4814-898a-b3b5eba6e46e,peeking,0,35,photo,healthy eating,0
45,9f737e0a-3cdd-4d29-9d24-753f4e3be810,78703a69-8edc-458f-b0fc-85d96501dcdc,peeking,0,35,photo,healthy eating,0
46,9f737e0a-3cdd-4d29-9d24-753f4e3be810,a483c273-aee5-44bc-883e-d6963157aa4c,hate,-1,5,photo,healthy eating,-5
47,9f737e0a-3cdd-4d29-9d24-753f4e3be810,e6a52b6a-20ec-4b09-bbb7-4a1138014985,hate,-1,5,photo,healthy eating,-5
48,9f737e0a-3cdd-4d29-9d24-753f4e3be810,afab7336-04d3-45fe-8917-0327c56e7435,indifferent,0,20,photo,healthy eating,0
49,9f737e0a-3cdd-4d29-9d24-753f4e3be810,48e26178-5cdd-4568-9990-d3bc5937910b,like,1,50,photo,healthy eating,50
50,9f737e0a-3cdd-4d29-9d24-753f4e3be810,7adafb3c-7c7c-492b-be5b-5ddd9ff1316a,like,1,50,photo,healthy eating,50
51,9f737e0a-3cdd-4d29-9d24-753f4e3be810,91fa7240-3d29-4dd0-baf1-ace7742a6e3f,heart,1,60,photo,healthy eating,60
52,9f737e0a-3cdd-4d29-9d24-753f4e3be810,cbc99939-e6a6-4269-9819-bffce6f38751,intrigued,1,45,photo,healthy eating,45
53,9f737e0a-3cdd-4d29-9d24-753f4e3be810,3efc3621-873a-4b80-a0cb-27e531d600be,love,1,65,photo,healthy eating,65
54,9f737e0a-3cdd-4d29-9d24-753f4e3be810,054b5d2a-7ee3-49c8-912a-1cf58389ae60,love,1,65,photo,healthy eating,65
55,230c4e4d-70c3-461d-b42c-ec09396efb3f,ef147ea5-9696-44d5-b6c2-a43f62fd8ce2,disgust,-1,0,photo,healthy eating,0
56,230c4e4d-70c3-461d-b42c-ec09396efb3f,89d6bd9d-ce6b-42e5-bb9b-ece3b338396d,dislike,-1,10,photo,healthy eating,-10
57,230c4e4d-70c3-461d-b42c-ec09396efb3f,225f147b-0951-40a8-96fb-2ceba9f3153a,dislike,-1,10,photo,healthy eating,-10
58,230c4e4d-70c3-461d-b42c-ec09396efb3f,e74edcea-5db4-4412-a4ce-eb7c5adc314a,dislike,-1,10,photo,healthy eating,-10
59,230c4e4d-70c3-461d-b42c-ec09396efb3f,4c731e48-0377-4d7d-b4c8-b2174b774ed8,scared,-1,15,photo,healthy eating,-15
60,230c4e4d-70c3-461d-b42c-ec09396efb3f,cfe50481-7c50-48fa-97fa-89b6f137e1bd,interested,1,30,photo,healthy eating,30
61,230c4e4d-70c3-461d-b42c-ec09396efb3f,acbac577-54c9-4476-af3c-a3241a3f4a19,interested,1,30,photo,healthy eating,30
62,230c4e4d-70c3-461d-b42c-ec09396efb3f,ab9a4d70-3ae4-48d6-b161-c18bd687c3b4,interested,1,30,photo,healthy eating,30
63,230c4e4d-70c3-461d-b42c-ec09396efb3f,9a84c667-c913-47ce-be69-0f847dbfe0db,interested,1,30,photo,healthy eating,30
64,230c4e4d-70c3-461d-b42c-ec09396efb3f,5870e611-6218-48e1-a9a0-ba86fe5598f7,peeking,0,35,photo,healthy eating,0
65,230c4e4d-70c3-461d-b42c-ec09396efb3f,64b33556-9ecf-4ebc-8b4c-f829ab1a4881,cherish,1,70,photo,healthy eating,70
66,230c4e4d-70c3-461d-b42c-ec09396efb3f,ad4bd878-55e7-487c-a4db-470b23bbd832,hate,-1,5,photo,healthy eating,-5
67,230c4e4d-70c3-461d-b42c-ec09396efb3f,d71363d5-6468-44b0-b641-94c4776bce98,hate,-1,5,photo,healthy eating,-5
68,230c4e4d-70c3-461d-b42c-ec09396efb3f,b6d04982-1509-41ab-a700-b390d6cb4d02,hate,-1,5,photo,healthy eating,-5
69,230c4e4d-70c3-461d-b42c-ec09396efb3f,425b7021-0409-4358-af39-2bff14197d0a,super love,1,75,photo,healthy eating,75
70,230c4e4d-70c3-461d-b42c-ec09396efb3f,a6668254-c779-424c-8c8b-1762bf45916e,super love,1,75,photo,healthy eating,75
71,230c4e4d-70c3-461d-b42c-ec09396efb3f,15c2ba5b-eeb6-4d9b-a0e2-7d5461a21c0a,like,1,50,photo,healthy eating,50
72,230c4e4d-70c3-461d-b42c-ec09396efb3f,54a8e072-5369-4122-9189-43b55e1a4ba2,heart,1,60,photo,healthy eating,60
73,230c4e4d-70c3-461d-b42c-ec09396efb3f,b76ebf8d-3f04-4e7f-aec8-22575f68d9e2,heart,1,60,photo,healthy eating,60
74,230c4e4d-70c3-461d-b42c-ec09396efb3f,31d378e7-9e95-4e8a-b564-7fd346027dfe,heart,1,60,photo,healthy eating,60
75,230c4e4d-70c3-461d-b42c-ec09396efb3f,7f8ef27a-73f4-4bc1-aa62-f8aaea817294,want,1,70,photo,healthy eating,70
76,230c4e4d-70c3-461d-b42c-ec09396efb3f,9b6d35f9-5e15-4cd0-a8d7-b1f3340e02c4,want,1,70,photo,healthy eating,70
77,230c4e4d-70c3-461d-b42c-ec09396efb3f,94bf7864-a52e-405e-a729-9702bf79c234,love,1,65,photo,healthy eating,65
78,230c4e4d-70c3-461d-b42c-ec09396efb3f,15cf4392-8541-422b-8957-a9c0380c11d9,adore,1,72,photo,healthy eating,72
79,230c4e4d-70c3-461d-b42c-ec09396efb3f,d0ea9a00-4ea9-4c81-b16a-a20b72f824ea,adore,1,72,photo,healthy eating,72
80,230c4e4d-70c3-461d-b42c-ec09396efb3f,29ba1f29-2e45-41bd-9c43-05d0dae6c1c6,adore,1,72,photo,healthy eating,72
81,230c4e4d-70c3-461d-b42c-ec09396efb3f,cab84c6a-e342-43ab-85a1-9c6ac1e93bac,adore,1,72,photo,healthy eating,72
82,230c4e4d-70c3-461d-b42c-ec09396efb3f,ba55c3a8-5ab2-486a-8c90-b972117453bb,adore,1,72,photo,healthy eating,72
83,3f8590c7-6ab2-4973-805a-90cdec355f05,4c0558bc-b0d9-44b0-8b70-5fc6acb6c362,disgust,-1,0,video,dogs,0
84,3f8590c7-6ab2-4973-805a-90cdec355f05,10f311c3-f547-4260-8c0e-a155008b7936,disgust,-1,0,video,dogs,0
85,3f8590c7-6ab2-4973-805a-90cdec355f05,054b5d2a-7ee3-49c8-912a-1cf58389ae60,disgust,-1,0,video,dogs,0
86,3f8590c7-6ab2-4973-805a-90cdec355f05,bfe23c39-f814-4282-b0f7-506cd8295b8a,dislike,-1,10,video,dogs,-10
87,3f8590c7-6ab2-4973-805a-90cdec355f05,91fa7240-3d29-4dd0-baf1-ace7742a6e3f,dislike,-1,10,video,dogs,-10
88,3f8590c7-6ab2-4973-805a-90cdec355f05,596342af-6379-4551-8379-f4b805f9d576,scared,-1,15,video,dogs,-15
89,3f8590c7-6ab2-4973-805a-90cdec355f05,fa3e42f0-71d8-455f-b024-e52d5c27a145,scared,-1,15,video,dogs,-15
90,3f8590c7-6ab2-4973-805a-90cdec355f05,740a4abd-187d-4783-990b-161c52fb5f86,scared,-1,15,video,dogs,-15
91,3f8590c7-6ab2-4973-805a-90cdec355f05,3a752edf-f723-46a5-bffb-4a9ed6475546,scared,-1,15,video,dogs,-15
92,3f8590c7-6ab2-4973-805a-90cdec355f05,1e6db00c-22dd-4ae9-80e3-95f7a88b18b8,interested,1,30,video,dogs,30
93,3f8590c7-6ab2-4973-805a-90cdec355f05,a6133f47-5586-434e-8be1-1e7122db1c0e,interested,1,30,video,dogs,30
94,3f8590c7-6ab2-4973-805a-90cdec355f05,15cf4392-8541-422b-8957-a9c0380c11d9,interested,1,30,video,dogs,30
95,3f8590c7-6ab2-4973-805a-90cdec355f05,8dda1a41-9e57-4944-bd36-18c0ac343b13,interested,1,30,video,dogs,30
96,3f8590c7-6ab2-4973-805a-90cdec355f05,73a9e869-62a6-4508-b146-20dc9de19276,interested,1,30,video,dogs,30
97,3f8590c7-6ab2-4973-805a-90cdec355f05,c43c2351-9591-4122-acdd-b521723d7292,peeking,0,35,video,dogs,0
98,3f8590c7-6ab2-4973-805a-90cdec355f05,0c5b0547-820a-4beb-832e-3162f74ccfa7,cherish,1,70,video,dogs,70
99,3f8590c7-6ab2-4973-805a-90cdec355f05,5a1ab9a3-1983-4021-9557-d3700a276746,cherish,1,70,video,dogs,70
100,3f8590c7-6ab2-4973-805a-90cdec355f05,e6a52b6a-20ec-4b09-bbb7-4a1138014985,hate,-1,5,video,dogs,-5
101,3f8590c7-6ab2-4973-805a-90cdec355f05,9e9cf8e7-6731-47da-bc0f-3a487e835586,hate,-1,5,video,dogs,-5
102,3f8590c7-6ab2-4973-805a-90cdec355f05,89572273-761e-46f3-8b99-1689d98aac90,hate,-1,5,video,dogs,-5
103,3f8590c7-6ab2-4973-805a-90cdec355f05,939dbcf5-024b-4e63-9e7e-2f15c8b346ba,indifferent,0,20,video,dogs,0
104,3f8590c7-6ab2-4973-805a-90cdec355f05,13c06e7e-833d-47eb-a790-5e09ccfd8d2c,super love,1,75,video,dogs,75
105,3f8590c7-6ab2-4973-805a-90cdec355f05,48bed4d7-0329-472c-96d9-b23a103eb834,worried,-1,12,video,dogs,-12
106,3f8590c7-6ab2-4973-805a-90cdec355f05,de39bbda-66a8-4c52-835a-7a104cf7f081,worried,-1,12,video,dogs,-12
107,3f8590c7-6ab2-4973-805a-90cdec355f05,6178d76a-af2e-4453-93ee-02ca23ed3fdc,worried,-1,12,video,dogs,-12
108,3f8590c7-6ab2-4973-805a-90cdec355f05,dbacabf8-7ebd-4f22-a261-59d8dad306f1,like,1,50,video,dogs,50
109,3f8590c7-6ab2-4973-805a-90cdec355f05,c8145b49-3841-466e-9d49-a636ce2e7d1f,like,1,50,video,dogs,50
110,3f8590c7-6ab2-4973-805a-90cdec355f05,2ef20e99-8be8-4ab6-a817-83991f7a0fa3,heart,1,60,video,dogs,60
111,3f8590c7-6ab2-4973-805a-90cdec355f05,77a7b81e-96f7-4e5a-92c7-5b07f7333913,heart,1,60,video,dogs,60
112,3f8590c7-6ab2-4973-805a-90cdec355f05,8dda1a41-9e57-4944-bd36-18c0ac343b13,heart,1,60,video,dogs,60
113,3f8590c7-6ab2-4973-805a-90cdec355f05,79acce4b-b991-4a68-b762-d496686a4f32,heart,1,60,video,dogs,60
114,3f8590c7-6ab2-4973-805a-90cdec355f05,80c36ce2-2cef-4a47-a563-d2a60a2b1825,heart,1,60,video,dogs,60
115,3f8590c7-6ab2-4973-805a-90cdec355f05,e43acf25-fcfb-4dbf-bc8c-ccbe16c329e7,heart,1,60,video,dogs,60
116,3f8590c7-6ab2-4973-805a-90cdec355f05,37867a23-d07b-4990-8fa8-d694cf7d3b1b,want,1,70,video,dogs,70
117,3f8590c7-6ab2-4973-805a-90cdec355f05,cab84c6a-e342-43ab-85a1-9c6ac1e93bac,want,1,70,video,dogs,70
118,3f8590c7-6ab2-4973-805a-90cdec355f05,192a526b-4952-4bda-b659-4661dab12716,want,1,70,video,dogs,70
119,3f8590c7-6ab2-4973-805a-90cdec355f05,1e571af5-1796-424c-b744-a925897d44a3,intrigued,1,45,video,dogs,45
120,3f8590c7-6ab2-4973-805a-90cdec355f05,e43acf25-fcfb-4dbf-bc8c-ccbe16c329e7,intrigued,1,45,video,dogs,45
121,3f8590c7-6ab2-4973-805a-90cdec355f05,4bcb2c2e-36ed-4d5d-90a1-440993e9f6d2,love,1,65,video,dogs,65
122,3f8590c7-6ab2-4973-805a-90cdec355f05,93dd80c0-4ff2-42ed-9949-1621b0a68c63,adore,1,72,video,dogs,72
123,b18cb63f-4c8e-44ee-a47f-541e95191d11,85503a94-e733-486e-989e-12ff9b59f2d3,disgust,-1,0,photo,public speaking,0
124,b18cb63f-4c8e-44ee-a47f-541e95191d11,1f81cb56-5258-4f9e-ab2c-4dfb581b44cb,disgust,-1,0,photo,public speaking,0
125,b18cb63f-4c8e-44ee-a47f-541e95191d11,5c433d28-dfb7-4456-a468-dc3705147ce0,dislike,-1,10,photo,public speaking,-10
126,b18cb63f-4c8e-44ee-a47f-541e95191d11,0871bb31-3d6e-4e4c-ab19-95a262cac0d4,dislike,-1,10,photo,public speaking,-10
127,b18cb63f-4c8e-44ee-a47f-541e95191d11,4172c4ea-8fd9-4e50-bd2c-7020eab84f34,scared,-1,15,photo,public speaking,-15
128,b18cb63f-4c8e-44ee-a47f-541e95191d11,9be473d9-cfdf-4954-bae2-09b0555a8ebb,scared,-1,15,photo,public speaking,-15
129,b18cb63f-4c8e-44ee-a47f-541e95191d11,6fb7ead6-71f3-4f57-94bd-18111fbc5e1a,scared,-1,15,photo,public speaking,-15
130,b18cb63f-4c8e-44ee-a47f-541e95191d11,4ce3f877-96ea-4a37-8107-1176126d9d97,scared,-1,15,photo,public speaking,-15
131,b18cb63f-4c8e-44ee-a47f-541e95191d11,1545ddaf-2b75-4143-82fe-b88966aee4fb,scared,-1,15,photo,public speaking,-15
132,b18cb63f-4c8e-44ee-a47f-541e95191d11,9e9cf8e7-6731-47da-bc0f-3a487e835586,scared,-1,15,photo,public speaking,-15
133,b18cb63f-4c8e-44ee-a47f-541e95191d11,b6fd2140-f8b9-498a-a07f-0dc9986736c6,peeking,0,35,photo,public speaking,0
134,b18cb63f-4c8e-44ee-a47f-541e95191d11,104c4dcb-70d5-4d87-b5b5-8b67205891fe,cherish,1,70,photo,public speaking,70
135,b18cb63f-4c8e-44ee-a47f-541e95191d11,8af596f3-c67c-4f40-a0cc-e258e730a8f5,cherish,1,70,photo,public speaking,70
136,b18cb63f-4c8e-44ee-a47f-541e95191d11,d6204684-926d-41db-ae9c-a7bf2e76313a,hate,-1,5,photo,public speaking,-5
137,b18cb63f-4c8e-44ee-a47f-541e95191d11,7be6e8bc-39b0-4035-ac93-1df8fd7e1928,hate,-1,5,photo,public speaking,-5
138,b18cb63f-4c8e-44ee-a47f-541e95191d11,427fa55b-7f49-4981-bcd7-59fee8efb512,indifferent,0,20,photo,public speaking,0
139,b18cb63f-4c8e-44ee-a47f-541e95191d11,094fbe49-da84-4445-9d28-7fc5f593f5ad,indifferent,0,20,photo,public speaking,0
140,b18cb63f-4c8e-44ee-a47f-541e95191d11,561b08d6-1084-4115-933d-db3e60edfd8b,indifferent,0,20,photo,public speaking,0
141,b18cb63f-4c8e-44ee-a47f-541e95191d11,31d378e7-9e95-4e8a-b564-7fd346027dfe,super love,1,75,photo,public speaking,75
142,b18cb63f-4c8e-44ee-a47f-541e95191d11,fa16aabb-fac3-4310-b19c-ce7021eb825b,worried,-1,12,photo,public speaking,-12
143,b18cb63f-4c8e-44ee-a47f-541e95191d11,a1290f9f-af93-432d-be86-65840470c621,worried,-1,12,photo,public speaking,-12
144,b18cb63f-4c8e-44ee-a47f-541e95191d11,08c64787-e47b-4a7f-b00b-5590eb5fbc3a,like,1,50,photo,public speaking,50
145,b18cb63f-4c8e-44ee-a47f-541e95191d11,b596e7d8-dd3f-4125-8b99-4bf2283657cd,like,1,50,photo,public speaking,50
146,b18cb63f-4c8e-44ee-a47f-541e95191d11,2bd9c167-e06c-47c1-a978-3403d6724606,like,1,50,photo,public speaking,50
147,b18cb63f-4c8e-44ee-a47f-541e95191d11,3b751c3f-bab7-4b2b-a95f-10d57c02aa6a,like,1,50,photo,public speaking,50
148,b18cb63f-4c8e-44ee-a47f-541e95191d11,a81378a5-58de-4631-b2b1-3eca765f68c6,heart,1,60,photo,public speaking,60
149,b18cb63f-4c8e-44ee-a47f-541e95191d11,3f218ab6-a288-4ee8-affc-3d02a9cbff5f,heart,1,60,photo,public speaking,60
150,b18cb63f-4c8e-44ee-a47f-541e95191d11,740a4abd-187d-4783-990b-161c52fb5f86,heart,1,60,photo,public speaking,60
151,b18cb63f-4c8e-44ee-a47f-541e95191d11,e206e31b-5f85-4964-b6ea-d7ee5324def1,want,1,70,photo,public speaking,70
152,b18cb63f-4c8e-44ee-a47f-541e95191d11,56e65b5b-e1b4-4f67-b596-e75bf103783b,want,1,70,photo,public speaking,70
153,b18cb63f-4c8e-44ee-a47f-541e95191d11,d16ed6bf-d35e-463b-92b0-393ee67e220c,want,1,70,photo,public speaking,70
154,b18cb63f-4c8e-44ee-a47f-541e95191d11,939dbcf5-024b-4e63-9e7e-2f15c8b346ba,intrigued,1,45,photo,public speaking,45
155,b18cb63f-4c8e-44ee-a47f-541e95191d11,26c6734f-42b6-48f8-a08e-e1c3a79019d0,intrigued,1,45,photo,public speaking,45
156,b18cb63f-4c8e-44ee-a47f-541e95191d11,334e2fe8-6f2c-424c-8ed5-12c99f048722,intrigued,1,45,photo,public speaking,45
157,b18cb63f-4c8e-44ee-a47f-541e95191d11,49f49bcf-17fe-4edd-990d-16c3d1df931b,adore,1,72,photo,public speaking,72
158,b18cb63f-4c8e-44ee-a47f-541e95191d11,9b8a3e97-eee6-4de5-ab88-e00d2c0db6b9,adore,1,72,photo,public speaking,72
159,b18cb63f-4c8e-44ee-a47f-541e95191d11,568e7c6f-b1e9-4a85-897c-aaaaa0ce8832,adore,1,72,photo,public speaking,72
160,b18cb63f-4c8e-44ee-a47f-541e95191d11,33a8d02a-e255-4ffe-9d90-2df8c2914077,adore,1,72,photo,public speaking,72
161,5118e9c5-1377-4cc5-a486-65b35b7b7b76,4eed2f45-f040-4995-a60f-472af1ff379a,disgust,-1,0,GIF,science,0
162,5118e9c5-1377-4cc5-a486-65b35b7b7b76,f9ecf6a2-8402-43b3-bf22-8cd54394ea02,scared,-1,15,GIF,science,-15
163,5118e9c5-1377-4cc5-a486-65b35b7b7b76,35d6a1f3-e358-4d4b-8074-05f3b7f35c2a,scared,-1,15,GIF,science,-15
164,5118e9c5-1377-4cc5-a486-65b35b7b7b76,aab5b5d2-682b-4b27-89ae-cf7803f76786,cherish,1,70,GIF,science,70
165,5118e9c5-1377-4cc5-a486-65b35b7b7b76,a6133f47-5586-434e-8be1-1e7122db1c0e,hate,-1,5,GIF,science,-5
166,5118e9c5-1377-4cc5-a486-65b35b7b7b76,d4dc38d4-5c80-428f-95da-b746a275531c,indifferent,0,20,GIF,science,0
167,5118e9c5-1377-4cc5-a486-65b35b7b7b76,e206e31b-5f85-4964-b6ea-d7ee5324def1,super love,1,75,GIF,science,75
168,5118e9c5-1377-4cc5-a486-65b35b7b7b76,311d7214-711f-4f66-bc9a-e835fa54ffb6,super love,1,75,GIF,science,75
169,5118e9c5-1377-4cc5-a486-65b35b7b7b76,57617bf3-b7d0-49cb-8d88-7d8346656397,worried,-1,12,GIF,science,-12
170,5118e9c5-1377-4cc5-a486-65b35b7b7b76,48bed4d7-0329-472c-96d9-b23a103eb834,like,1,50,GIF,science,50
171,5118e9c5-1377-4cc5-a486-65b35b7b7b76,89d6bd9d-ce6b-42e5-bb9b-ece3b338396d,heart,1,60,GIF,science,60
172,5118e9c5-1377-4cc5-a486-65b35b7b7b76,b1954833-b6a5-4c6c-9709-80686b7768c4,heart,1,60,GIF,science,60
173,5118e9c5-1377-4cc5-a486-65b35b7b7b76,9fbae7e6-65a9-4753-8db9-5f7855b6a540,want,1,70,GIF,science,70
174,5118e9c5-1377-4cc5-a486-65b35b7b7b76,8d3cd87d-8a31-4935-9a4f-b319bfe05f31,intrigued,1,45,GIF,science,45
175,5118e9c5-1377-4cc5-a486-65b35b7b7b76,7240bf9b-7424-4c04-aab1-1d7aa39964d9,intrigued,1,45,GIF,science,45
176,5118e9c5-1377-4cc5-a486-65b35b7b7b76,3205ad12-726a-4b65-a15a-1a899a9d310b,intrigued,1,45,GIF,science,45
177,5118e9c5-1377-4cc5-a486-65b35b7b7b76,d55f3314-96cc-4a5d-b650-f43f094cd3c3,love,1,65,GIF,science,65
178,5118e9c5-1377-4cc5-a486-65b35b7b7b76,49f49bcf-17fe-4edd-990d-16c3d1df931b,love,1,65,GIF,science,65
179,5118e9c5-1377-4cc5-a486-65b35b7b7b76,330ded4b-db65-485a-80a4-6b3bffd33067,adore,1,72,GIF,science,72
180,5118e9c5-1377-4cc5-a486-65b35b7b7b76,f3eb7ee0-7788-43a0-9686-1c399260b17e,adore,1,72,GIF,science,72
181,0be59876-d70c-486c-8e0b-a06bef7a2cd6,334e2fe8-6f2c-424c-8ed5-12c99f048722,disgust,-1,0,GIF,tennis,0
182,0be59876-d70c-486c-8e0b-a06bef7a2cd6,948f7e9d-49bb-4770-bc9d-cb3fb65cca15,disgust,-1,0,GIF,tennis,0
183,0be59876-d70c-486c-8e0b-a06bef7a2cd6,a559688e-3f10-436f-a25e-8ad553eacb89,disgust,-1,0,GIF,tennis,0
184,0be59876-d70c-486c-8e0b-a06bef7a2cd6,ef56931b-540b-4166-9090-73ae48ac8d97,dislike,-1,10,GIF,tennis,-10
185,0be59876-d70c-486c-8e0b-a06bef7a2cd6,c1c53b8c-b6a8-4343-a369-4a0595a97807,dislike,-1,10,GIF,tennis,-10
186,0be59876-d70c-486c-8e0b-a06bef7a2cd6,3eb6dad3-c017-4e77-8920-fbdea84b0acc,scared,-1,15,GIF,tennis,-15
187,0be59876-d70c-486c-8e0b-a06bef7a2cd6,d1a89d23-7d17-4949-9e1a-637317141f3d,scared,-1,15,GIF,tennis,-15
188,0be59876-d70c-486c-8e0b-a06bef7a2cd6,6fb7ead6-71f3-4f57-94bd-18111fbc5e1a,interested,1,30,GIF,tennis,30
189,0be59876-d70c-486c-8e0b-a06bef7a2cd6,acbac577-54c9-4476-af3c-a3241a3f4a19,peeking,0,35,GIF,tennis,0
